comparison_id,query_id,query,token_index,surface,candidates_json,judgment,canonical_raw_lemma,canonical_search_term,notes
76d7736d329612d2,responsibilities_imam,مسؤوليات الإمام,1,الإمام,"[{""label"": ""A"", ""lexical_identity"": ""إمام"", ""production_search_term"": ""امام"", ""raw_lemmas"": [""إِمام""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""أمام"", ""production_search_term"": ""امام"", ""raw_lemmas"": [""أَمام"", ""أَمَامَ""], ""selection_status"": ""selected""}]",,,,
d9e2c1782194c0e5,water_rulings_plural,أحكام المياه,0,أحكام,"[{""label"": ""A"", ""lexical_identity"": ""حكم"", ""production_search_term"": ""حكم"", ""raw_lemmas"": [""حُكْم"", ""حُكْمٌ""], ""selection_status"": ""selected""}]",,,,
be1dae0f0632bff8,water_rulings_plural,أحكام المياه,1,المياه,"[{""label"": ""A"", ""lexical_identity"": ""ماء"", ""production_search_term"": ""ماء"", ""raw_lemmas"": [""ماء"", ""مَاءٌ""], ""selection_status"": ""selected""}]",,,,
d9d9973aad0553f7,water_rulings_singular,أحكام الماء,0,أحكام,"[{""label"": ""A"", ""lexical_identity"": ""حكم"", ""production_search_term"": ""حكم"", ""raw_lemmas"": [""حُكْم"", ""حُكْمٌ""], ""selection_status"": ""selected""}]",,,,
8e5bd42033a9b28d,water_rulings_singular,أحكام الماء,1,الماء,"[{""label"": ""A"", ""lexical_identity"": ""ماء"", ""production_search_term"": ""ماء"", ""raw_lemmas"": [""ماء"", ""مَاءٌ""], ""selection_status"": ""selected""}]",,,,
8ccb273aa217dea1,valid_sale,يصح البيع,0,يصح,"[{""label"": ""A"", ""lexical_identity"": ""صح"", ""production_search_term"": ""صح"", ""raw_lemmas"": [""صَحّ"", ""صَحَّ""], ""selection_status"": ""selected""}]",,,,
88eb0672b707f83d,valid_sale,يصح البيع,1,البيع,"[{""label"": ""A"", ""lexical_identity"": ""بيع"", ""production_search_term"": ""بيع"", ""raw_lemmas"": [""بَيْع"", ""بَيْعٌ""], ""selection_status"": ""selected""}]",,,,
79db2d979441343b,classical_quran_phrase,وقرن في بيوتكن,0,وقرن,"[{""label"": ""A"", ""lexical_identity"": ""قرن"", ""production_search_term"": ""قرن"", ""raw_lemmas"": [""قَرْن"", ""قَرْنٌ""], ""selection_status"": ""selected""}]",,,,
4bc82cddf73d72ba,classical_quran_phrase,وقرن في بيوتكن,1,في,"[{""label"": ""A"", ""lexical_identity"": ""في"", ""production_search_term"": ""في"", ""raw_lemmas"": [""فِي"", ""فِي2""], ""selection_status"": ""selected""}]",,,,
4a69aa7512cbde67,classical_quran_phrase,وقرن في بيوتكن,2,بيوتكن,"[{""label"": ""A"", ""lexical_identity"": ""بيوت"", ""production_search_term"": ""بيوت"", ""raw_lemmas"": [""بَيُّوت""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""بيت"", ""production_search_term"": ""بيت"", ""raw_lemmas"": [""بَيْتٌ1""], ""selection_status"": ""selected""}]",,,,
a762a3f186f2693c,normalized_imam,مسؤولية الامام,0,مسؤولية,"[{""label"": ""A"", ""lexical_identity"": ""مسئولية"", ""production_search_term"": ""مسئوليه"", ""raw_lemmas"": [""مَسْئولِيَّةٌ""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""مسؤولية"", ""production_search_term"": ""مسؤوليه"", ""raw_lemmas"": [""مَسْؤُولِيَّة""], ""selection_status"": ""selected""}]",,,,
f0dede7094268573,normalized_imam,مسؤولية الامام,1,الامام,"[{""label"": ""A"", ""lexical_identity"": ""أمام"", ""production_search_term"": ""امام"", ""raw_lemmas"": [""أَمام"", ""أَمَامَ""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""إمام"", ""production_search_term"": ""امام"", ""raw_lemmas"": [""إِمام""], ""selection_status"": ""selected""}]",,,,
a2b347edf404eeb5,single_water_plural,المياه,0,المياه,"[{""label"": ""A"", ""lexical_identity"": ""ماء"", ""production_search_term"": ""ماء"", ""raw_lemmas"": [""ماء"", ""مَاءٌ""], ""selection_status"": ""selected""}]",,,,
f2dea6febd96afb1,single_water_singular,ماء,0,ماء,"[{""label"": ""A"", ""lexical_identity"": ""ماء"", ""production_search_term"": ""ماء"", ""raw_lemmas"": [""ماء"", ""مَاءٌ""], ""selection_status"": ""selected""}]",,,,
5d8ec679c4cb2603,single_knowledge,علم,0,علم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عَلِم"", ""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",,,,
1f66faf8c482348b,write_verb,يكتب,0,يكتب,"[{""label"": ""A"", ""lexical_identity"": ""كتب"", ""production_search_term"": ""كتب"", ""raw_lemmas"": [""كَتَب"", ""كَتَبَ""], ""selection_status"": ""selected""}]",,,,
536ff605e93db644,book_noun,كتاب,0,كتاب,"[{""label"": ""A"", ""lexical_identity"": ""كتاب"", ""production_search_term"": ""كتاب"", ""raw_lemmas"": [""كِتاب"", ""كِتَابٌ""], ""selection_status"": ""selected""}]",,,,
5f1f60a3e4d9cac6,good_deeds_plural,الحسنات,0,الحسنات,"[{""label"": ""A"", ""lexical_identity"": ""حسنة"", ""production_search_term"": ""حسنه"", ""raw_lemmas"": [""حَسَنَة"", ""حَسَنَةٌ""], ""selection_status"": ""selected""}]",,,,
19cc3d1c743b062a,good_deed_singular,حسنة,0,حسنة,"[{""label"": ""A"", ""lexical_identity"": ""حسن"", ""production_search_term"": ""حسن"", ""raw_lemmas"": [""حَسَن"", ""حَسَنٌ""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""حسنة"", ""production_search_term"": ""حسنه"", ""raw_lemmas"": [""حَسَنَة""], ""selection_status"": ""selected""}]",,,,
5274bcc009ed050f,acts_of_obedience,الطاعات,0,الطاعات,"[{""label"": ""A"", ""lexical_identity"": ""طاعات"", ""production_search_term"": """", ""raw_lemmas"": [""طاعات""], ""selection_status"": ""no_trusted_lemma""}, {""label"": ""B"", ""lexical_identity"": ""طاعة"", ""production_search_term"": ""طاعه"", ""raw_lemmas"": [""طَاعَةٌ""], ""selection_status"": ""selected""}, {""label"": ""C"", ""lexical_identity"": ""الطاعات"", ""production_search_term"": """", ""raw_lemmas"": [""الطاعات""], ""selection_status"": ""no_trusted_lemma""}]",,,,
96e8c1b7e959fd43,rare_dual_fatwas,الفتويين,0,الفتويين,"[{""label"": ""A"", ""lexical_identity"": ""فتوي"", ""production_search_term"": ""فتوي"", ""raw_lemmas"": [""فَتَوِيّ"", ""فَتَوِيٌّ""], ""selection_status"": ""selected""}]",,,,
bb4192fc2ae7b5c1,rare_dual_groups,جماعتان,0,جماعتان,"[{""label"": ""A"", ""lexical_identity"": ""جماعة"", ""production_search_term"": ""جماعه"", ""raw_lemmas"": [""جَماعَة"", ""جَمَاعَةٌ""], ""selection_status"": ""selected""}]",,,,
bb14e6a52919e827,rare_plural_beginnings,الابتداءات,0,الابتداءات,"[{""label"": ""A"", ""lexical_identity"": ""ابتداء"", ""production_search_term"": ""ابتداء"", ""raw_lemmas"": [""اِبْتِدَاءٌ""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""ٱبتداء"", ""production_search_term"": ""ابتداء"", ""raw_lemmas"": [""ٱِبْتِداء""], ""selection_status"": ""selected""}]",,,,
730c345779aff91d,prod_single_madhi,المذي,0,المذي,"[{""label"": ""A"", ""lexical_identity"": """", ""production_search_term"": """", ""raw_lemmas"": [], ""selection_status"": ""no_trusted_lemma""}, {""label"": ""B"", ""lexical_identity"": ""المذي"", ""production_search_term"": """", ""raw_lemmas"": [""المذي""], ""selection_status"": ""no_trusted_lemma""}, {""label"": ""C"", ""lexical_identity"": ""مذي"", ""production_search_term"": """", ""raw_lemmas"": [""مذي""], ""selection_status"": ""no_trusted_lemma""}]",,,,
030aaa1bbffd5334,prod_single_miskat_typo,مسكاة,0,مسكاة,"[{""label"": ""A"", ""lexical_identity"": """", ""production_search_term"": """", ""raw_lemmas"": [], ""selection_status"": ""no_trusted_lemma""}, {""label"": ""B"", ""lexical_identity"": ""مسك"", ""production_search_term"": ""مسك"", ""raw_lemmas"": [""مَسَك""], ""selection_status"": ""selected""}, {""label"": ""C"", ""lexical_identity"": ""مسكاه"", ""production_search_term"": """", ""raw_lemmas"": [""مسكاه""], ""selection_status"": ""no_trusted_lemma""}]",,,,
4da1a2343150c145,prod_single_aqiqah,العقيقة,0,العقيقة,"[{""label"": ""A"", ""lexical_identity"": ""عقيق"", ""production_search_term"": ""عقيق"", ""raw_lemmas"": [""عَقِيق"", ""عَقِيقٌ""], ""selection_status"": ""selected""}]",,,,
3a11376ebb8934f2,prod_single_yawning,تثاؤب,0,تثاؤب,"[{""label"": ""A"", ""lexical_identity"": """", ""production_search_term"": """", ""raw_lemmas"": [], ""selection_status"": ""no_trusted_lemma""}, {""label"": ""B"", ""lexical_identity"": ""تثاؤب"", ""production_search_term"": """", ""raw_lemmas"": [""تثاؤب""], ""selection_status"": ""no_trusted_lemma""}]",,,,
f38eac85b3d5b033,prod_single_azlil,أظلل,0,أظلل,"[{""label"": ""A"", ""lexical_identity"": ""ظلل"", ""production_search_term"": ""ظلل"", ""raw_lemmas"": [""ظَلَّل""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""أظل"", ""production_search_term"": ""اظل"", ""raw_lemmas"": [""أَظَلَّ""], ""selection_status"": ""selected""}]",,,,
c9c1fac6391d44ea,prod_two_tafsir_keys,تفسير المفاتيح,0,تفسير,"[{""label"": ""A"", ""lexical_identity"": ""تفسير"", ""production_search_term"": ""تفسير"", ""raw_lemmas"": [""تَفْسِير"", ""تَفْسِيرٌ""], ""selection_status"": ""selected""}]",,,,
9d3c3c4ae2a6bcc4,prod_two_tafsir_keys,تفسير المفاتيح,1,المفاتيح,"[{""label"": ""A"", ""lexical_identity"": ""مفتاح"", ""production_search_term"": ""مفتاح"", ""raw_lemmas"": [""مِفْتاح"", ""مِفْتَاحٌ""], ""selection_status"": ""selected""}]",,,,
608273a5075aa5b9,prod_two_expiation_prayer,صلاة الكفارة,0,صلاة,"[{""label"": ""A"", ""lexical_identity"": ""صلاة"", ""production_search_term"": ""صلاه"", ""raw_lemmas"": [""صَلاة"", ""صَلَاةٌ""], ""selection_status"": ""selected""}]",,,,
e6c21e9fbfb7d8d1,prod_two_expiation_prayer,صلاة الكفارة,1,الكفارة,"[{""label"": ""A"", ""lexical_identity"": ""كفارة"", ""production_search_term"": ""كفاره"", ""raw_lemmas"": [""كَفّارَة"", ""كَفّارَةٌ""], ""selection_status"": ""selected""}]",,,,
6eadbe961a9c2085,prod_two_outside_mind,خارج الذهن,0,خارج,"[{""label"": ""A"", ""lexical_identity"": ""خارج"", ""production_search_term"": ""خارج"", ""raw_lemmas"": [""خارِج"", ""خَارِجٌ""], ""selection_status"": ""selected""}]",,,,
e3b18ec0f360d628,prod_two_outside_mind,خارج الذهن,1,الذهن,"[{""label"": ""A"", ""lexical_identity"": ""ذهن"", ""production_search_term"": ""ذهن"", ""raw_lemmas"": [""ذِهْن"", ""ذِهْنٌ""], ""selection_status"": ""selected""}]",,,,
859656cea6648ad2,prod_two_shortening_chapter,باب القصر,0,باب,"[{""label"": ""A"", ""lexical_identity"": ""باب"", ""production_search_term"": ""باب"", ""raw_lemmas"": [""باب"", ""بَابٌ""], ""selection_status"": ""selected""}]",,,,
681e31d762d6c64c,prod_two_shortening_chapter,باب القصر,1,القصر,"[{""label"": ""A"", ""lexical_identity"": ""قصر"", ""production_search_term"": ""قصر"", ""raw_lemmas"": [""قَصْر"", ""قَصْرٌ""], ""selection_status"": ""selected""}]",,,,
cf19150afc49380e,prod_two_remembrance,ذكر الله,0,ذكر,"[{""label"": ""A"", ""lexical_identity"": ""ذكر"", ""production_search_term"": ""ذكر"", ""raw_lemmas"": [""ذَكَر"", ""ذَكَرَ""], ""selection_status"": ""selected""}]",,,,
b029ceef30a67b68,prod_two_remembrance,ذكر الله,1,الله,"[{""label"": ""A"", ""lexical_identity"": ""الله"", ""production_search_term"": ""الله"", ""raw_lemmas"": [""اللَّه"", ""اَللهُ""], ""selection_status"": ""selected""}]",,,,
be05edd769e0d679,prod_three_father_unbeliever,قتل أبيه الكافر,0,قتل,"[{""label"": ""A"", ""lexical_identity"": ""قتل"", ""production_search_term"": ""قتل"", ""raw_lemmas"": [""قَتَل"", ""قَتَلَ""], ""selection_status"": ""selected""}]",,,,
46cdc780d60b155a,prod_three_father_unbeliever,قتل أبيه الكافر,1,أبيه,"[{""label"": ""A"", ""lexical_identity"": ""أب"", ""production_search_term"": ""اب"", ""raw_lemmas"": [""أَب"", ""أَبٌ""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""أبيه"", ""production_search_term"": ""ابيه"", ""raw_lemmas"": [""أَبِيه""], ""selection_status"": ""selected""}]",,,,
51b570b899bcc3d6,prod_three_father_unbeliever,قتل أبيه الكافر,2,الكافر,"[{""label"": ""A"", ""lexical_identity"": ""كافر"", ""production_search_term"": ""كافر"", ""raw_lemmas"": [""كافِر"", ""كَافِرٌ""], ""selection_status"": ""selected""}]",,,,
85314435387393bf,prod_three_abu_muslim,ابو مسلم الخراساني,0,ابو,"[{""label"": ""A"", ""lexical_identity"": ""أبو"", ""production_search_term"": ""ابو"", ""raw_lemmas"": [""أَبُو""], ""selection_status"": ""selected""}]",,,,
88349a46e5a6cc24,prod_three_abu_muslim,ابو مسلم الخراساني,1,مسلم,"[{""label"": ""A"", ""lexical_identity"": ""مسلم"", ""production_search_term"": ""مسلم"", ""raw_lemmas"": [""مُسْلِم"", ""مُسْلِمٌ""], ""selection_status"": ""selected""}]",,,,
e8865aa916302052,prod_three_abu_muslim,ابو مسلم الخراساني,2,الخراساني,"[{""label"": ""A"", ""lexical_identity"": ""خراساني"", ""production_search_term"": ""خراساني"", ""raw_lemmas"": [""خُراسانِيّ"", ""خُرَاسَانِيٌّ""], ""selection_status"": ""selected""}]",,,,
fa23fdde19c95565,prod_three_first_fajr_adhan,الاذان الاول للفجر,0,الاذان,"[{""label"": ""A"", ""lexical_identity"": ""أذن"", ""production_search_term"": ""اذن"", ""raw_lemmas"": [""أُذُن"", ""أُذْنٌ""], ""selection_status"": ""selected""}]",,,,
a16383b1bafc5d76,prod_three_first_fajr_adhan,الاذان الاول للفجر,1,الاول,"[{""label"": ""A"", ""lexical_identity"": ""أول"", ""production_search_term"": ""اول"", ""raw_lemmas"": [""أَوَّل"", ""أَوَّلُ""], ""selection_status"": ""selected""}]",,,,
a5848177821eee49,prod_three_first_fajr_adhan,الاذان الاول للفجر,2,للفجر,"[{""label"": ""A"", ""lexical_identity"": ""فجر"", ""production_search_term"": ""فجر"", ""raw_lemmas"": [""فَجْر"", ""فَجْرٌ""], ""selection_status"": ""selected""}]",,,,
014657673ab72e7e,prod_three_khawarij,هل الخوارج كفار,0,هل,"[{""label"": ""A"", ""lexical_identity"": ""هل"", ""production_search_term"": ""هل"", ""raw_lemmas"": [""هَل"", ""هَلْ""], ""selection_status"": ""selected""}]",,,,
bdea04b9bf7137dd,prod_three_khawarij,هل الخوارج كفار,1,الخوارج,"[{""label"": ""A"", ""lexical_identity"": ""خوارج"", ""production_search_term"": ""خوارج"", ""raw_lemmas"": [""خَوارِج"", ""خَوَارِجٌ""], ""selection_status"": ""selected""}]",,,,
ef47083d83c6530e,prod_three_khawarij,هل الخوارج كفار,2,كفار,"[{""label"": ""A"", ""lexical_identity"": ""فأر"", ""production_search_term"": ""فار"", ""raw_lemmas"": [""فَأْر""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""كافر"", ""production_search_term"": ""كافر"", ""raw_lemmas"": [""كافِر"", ""كَافِرٌ""], ""selection_status"": ""selected""}]",,,,
417fdf45814a22f1,prod_three_if_only_knew,قولهم ليت شعري,0,قولهم,"[{""label"": ""A"", ""lexical_identity"": ""قول"", ""production_search_term"": ""قول"", ""raw_lemmas"": [""قَوْل"", ""قَوْلٌ""], ""selection_status"": ""selected""}]",,,,
1b58c1cff2738db5,prod_three_if_only_knew,قولهم ليت شعري,1,ليت,"[{""label"": ""A"", ""lexical_identity"": ""ليت"", ""production_search_term"": ""ليت"", ""raw_lemmas"": [""لَيْتَ""], ""selection_status"": ""selected""}]",,,,
ee324056bcf61f24,prod_three_if_only_knew,قولهم ليت شعري,2,شعري,"[{""label"": ""A"", ""lexical_identity"": ""شعري"", ""production_search_term"": ""شعري"", ""raw_lemmas"": [""شِعْرِيّ""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""شعر"", ""production_search_term"": ""شعر"", ""raw_lemmas"": [""شِعْر"", ""شِعْرٌ""], ""selection_status"": ""selected""}]",,,,
9563483dd2f94c26,prod_long_martyrdom,سأل الله الشهادة بصدق,0,سأل,"[{""label"": ""A"", ""lexical_identity"": ""سأل"", ""production_search_term"": ""سال"", ""raw_lemmas"": [""سَأَل"", ""سَأَلَ""], ""selection_status"": ""selected""}]",,,,
8b1e2fd9af946a87,prod_long_martyrdom,سأل الله الشهادة بصدق,1,الله,"[{""label"": ""A"", ""lexical_identity"": ""الله"", ""production_search_term"": ""الله"", ""raw_lemmas"": [""اللَّه"", ""اَللهُ""], ""selection_status"": ""selected""}]",,,,
61a65248cdee683e,prod_long_martyrdom,سأل الله الشهادة بصدق,2,الشهادة,"[{""label"": ""A"", ""lexical_identity"": ""شهادة"", ""production_search_term"": ""شهاده"", ""raw_lemmas"": [""شَهادَة"", ""شَهَادَةٌ""], ""selection_status"": ""selected""}]",,,,
14d1bf08a73e3894,prod_long_martyrdom,سأل الله الشهادة بصدق,3,بصدق,"[{""label"": ""A"", ""lexical_identity"": ""صدق"", ""production_search_term"": ""صدق"", ""raw_lemmas"": [""صِدْق"", ""صِدْقٌ""], ""selection_status"": ""selected""}]",,,,
7600d6f197cfcd65,prod_long_falaq,قل أعوذ برب الفلق,0,قل,"[{""label"": ""A"", ""lexical_identity"": ""قال"", ""production_search_term"": ""قال"", ""raw_lemmas"": [""قال"", ""قَالَ1""], ""selection_status"": ""selected""}]",,,,
f4fbcc591a615f8e,prod_long_falaq,قل أعوذ برب الفلق,1,أعوذ,"[{""label"": ""A"", ""lexical_identity"": ""عوذ"", ""production_search_term"": ""عوذ"", ""raw_lemmas"": [""عَوَّذَ""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""عاذ"", ""production_search_term"": ""عاذ"", ""raw_lemmas"": [""عاذ""], ""selection_status"": ""selected""}]",,,,
94bcb619a18efa4d,prod_long_falaq,قل أعوذ برب الفلق,2,برب,"[{""label"": ""A"", ""lexical_identity"": ""رب"", ""production_search_term"": ""رب"", ""raw_lemmas"": [""رَبّ"", ""رَبٌّ""], ""selection_status"": ""selected""}]",,,,
5b10fdb2a17638dc,prod_long_falaq,قل أعوذ برب الفلق,3,الفلق,"[{""label"": ""A"", ""lexical_identity"": ""فلق"", ""production_search_term"": ""فلق"", ""raw_lemmas"": [""فَلْق"", ""فَلْقٌ""], ""selection_status"": ""selected""}]",,,,
63a084bd2976a7fa,prod_long_tattler,لا يدخل الجنة قتات,0,لا,"[{""label"": ""A"", ""lexical_identity"": ""لا"", ""production_search_term"": ""لا"", ""raw_lemmas"": [""لا"", ""لَا""], ""selection_status"": ""selected""}]",,,,
321fd9c4bfdd8b04,prod_long_tattler,لا يدخل الجنة قتات,1,يدخل,"[{""label"": ""A"", ""lexical_identity"": ""دخل"", ""production_search_term"": ""دخل"", ""raw_lemmas"": [""دَخَل"", ""دَخَلَ""], ""selection_status"": ""selected""}]",,,,
9a6289317bbacd03,prod_long_tattler,لا يدخل الجنة قتات,2,الجنة,"[{""label"": ""A"", ""lexical_identity"": ""جنة"", ""production_search_term"": ""جنه"", ""raw_lemmas"": [""جَنَّة"", ""جَنَّةٌ""], ""selection_status"": ""selected""}]",,,,
237e39c92692b4c2,prod_long_tattler,لا يدخل الجنة قتات,3,قتات,"[{""label"": ""A"", ""lexical_identity"": ""قتات"", ""production_search_term"": ""قتات"", ""raw_lemmas"": [""قَتّات"", ""قَتَّاتٌ""], ""selection_status"": ""selected""}]",,,,
61141387b203ebbd,prod_long_prostration_ground,السجود لا يجوز الا على الارض,0,السجود,"[{""label"": ""A"", ""lexical_identity"": ""ساجد"", ""production_search_term"": ""ساجد"", ""raw_lemmas"": [""ساجِد"", ""سَاجِدٌ""], ""selection_status"": ""selected""}]",,,,
98dd4f18840e7c7f,prod_long_prostration_ground,السجود لا يجوز الا على الارض,1,لا,"[{""label"": ""A"", ""lexical_identity"": ""لا"", ""production_search_term"": ""لا"", ""raw_lemmas"": [""لا"", ""لَا""], ""selection_status"": ""selected""}]",,,,
b2ac9e1fc74e1eff,prod_long_prostration_ground,السجود لا يجوز الا على الارض,2,يجوز,"[{""label"": ""A"", ""lexical_identity"": ""جاز"", ""production_search_term"": ""جاز"", ""raw_lemmas"": [""جاز"", ""جازَ""], ""selection_status"": ""selected""}]",,,,
7f5092d959d57d60,prod_long_prostration_ground,السجود لا يجوز الا على الارض,3,الا,"[{""label"": ""A"", ""lexical_identity"": ""إلا"", ""production_search_term"": ""الا"", ""raw_lemmas"": [""إِلّا""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""أن"", ""production_search_term"": ""ان"", ""raw_lemmas"": [""أَنَّ2""], ""selection_status"": ""selected""}]",,,,
8f498fad79c6148c,prod_long_prostration_ground,السجود لا يجوز الا على الارض,4,على,"[{""label"": ""A"", ""lexical_identity"": ""على"", ""production_search_term"": ""علي"", ""raw_lemmas"": [""عَلَى"", ""عَلَى 2""], ""selection_status"": ""selected""}]",,,,
4c2bf9f6f2945fde,prod_long_prostration_ground,السجود لا يجوز الا على الارض,5,الارض,"[{""label"": ""A"", ""lexical_identity"": ""أرض"", ""production_search_term"": ""ارض"", ""raw_lemmas"": [""أَرْض"", ""أَرْضٌ""], ""selection_status"": ""selected""}]",,,,
606da4de7c4bd8ed,prod_long_gender_change,حكم نكاح بعد تغيير الجنس,0,حكم,"[{""label"": ""A"", ""lexical_identity"": ""حكم"", ""production_search_term"": ""حكم"", ""raw_lemmas"": [""حُكْم"", ""حُكْمٌ""], ""selection_status"": ""selected""}]",,,,
c8d62498b0db366f,prod_long_gender_change,حكم نكاح بعد تغيير الجنس,1,نكاح,"[{""label"": ""A"", ""lexical_identity"": ""نكاح"", ""production_search_term"": ""نكاح"", ""raw_lemmas"": [""نِكاح"", ""نِكاحٌ""], ""selection_status"": ""selected""}]",,,,
