comparison_id,query_id,query,token_index,surface,candidates_json,judgment,canonical_raw_lemma,canonical_search_term,notes
9904e592b40c068c,candidate-final-diagnostic-full-20260718:classical_quran_phrase:r1,عاصم وَقَرْنَ فِي بُيُوتِكُنَّ الأحزاب وباقي القراء يقرءون وقِرنَ في بيوتكن والواو هنا عاطفة وأصل الفعل من قَرّ إما من,12,هنا,"[{""label"": ""A"", ""lexical_identity"": ""هنا"", ""production_search_term"": ""هنا"", ""raw_lemmas"": [""هُنا"", ""هُنَا""], ""selection_status"": ""selected""}]",A,,,
0e0c195cec746cba,candidate-final-diagnostic-full-20260718:classical_quran_phrase:r1,عاصم وَقَرْنَ فِي بُيُوتِكُنَّ الأحزاب وباقي القراء يقرءون وقِرنَ في بيوتكن والواو هنا عاطفة وأصل الفعل من قَرّ إما من,13,عاطفة,"[{""label"": ""A"", ""lexical_identity"": ""عاطفة"", ""production_search_term"": ""عاطفه"", ""raw_lemmas"": [""عاطِفَة"", ""عَاطِفَةٌ""], ""selection_status"": ""selected""}]",A,,,
93437a8770e2dc81,candidate-final-diagnostic-full-20260718:classical_quran_phrase:r1,عاصم وَقَرْنَ فِي بُيُوتِكُنَّ الأحزاب وباقي القراء يقرءون وقِرنَ في بيوتكن والواو هنا عاطفة وأصل الفعل من قَرّ إما من,14,وأصل,"[{""label"": ""A"", ""lexical_identity"": ""وصل"", ""production_search_term"": ""وصل"", ""raw_lemmas"": [""وَصَل"", ""وَصَلَ1""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""أصل"", ""production_search_term"": ""اصل"", ""raw_lemmas"": [""أَصْل""], ""selection_status"": ""selected""}]",B,,,
b2b2b85f2a2d9c87,candidate-final-diagnostic-full-20260718:classical_quran_phrase:r1,عاصم وَقَرْنَ فِي بُيُوتِكُنَّ الأحزاب وباقي القراء يقرءون وقِرنَ في بيوتكن والواو هنا عاطفة وأصل الفعل من قَرّ إما من,15,الفعل,"[{""label"": ""A"", ""lexical_identity"": ""فعل"", ""production_search_term"": ""فعل"", ""raw_lemmas"": [""فِعْل"", ""فِعْلٌ""], ""selection_status"": ""selected""}]",A,,,
e33e456a818cd94e,candidate-final-diagnostic-full-20260718:classical_quran_phrase:r1,عاصم وَقَرْنَ فِي بُيُوتِكُنَّ الأحزاب وباقي القراء يقرءون وقِرنَ في بيوتكن والواو هنا عاطفة وأصل الفعل من قَرّ إما من,16,من,"[{""label"": ""A"", ""lexical_identity"": ""من"", ""production_search_term"": ""من"", ""raw_lemmas"": [""مِن"", ""مِنْ""], ""selection_status"": ""selected""}]",A,,,
36a6da22e4defef7,candidate-final-diagnostic-full-20260718:classical_quran_phrase:r1,عاصم وَقَرْنَ فِي بُيُوتِكُنَّ الأحزاب وباقي القراء يقرءون وقِرنَ في بيوتكن والواو هنا عاطفة وأصل الفعل من قَرّ إما من,17,قَرّ,"[{""label"": ""A"", ""lexical_identity"": ""قر"", ""production_search_term"": ""قر"", ""raw_lemmas"": [""قَرّ"", ""قَرٌّ""], ""selection_status"": ""selected""}]",A,,,
6249c17d46c68457,candidate-final-diagnostic-full-20260718:classical_quran_phrase:r1,عاصم وَقَرْنَ فِي بُيُوتِكُنَّ الأحزاب وباقي القراء يقرءون وقِرنَ في بيوتكن والواو هنا عاطفة وأصل الفعل من قَرّ إما من,18,إما,"[{""label"": ""A"", ""lexical_identity"": ""أما"", ""production_search_term"": ""اما"", ""raw_lemmas"": [""أَمَّا""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""إما"", ""production_search_term"": ""اما"", ""raw_lemmas"": [""إِمّا""], ""selection_status"": ""selected""}]",B,,,
0119a591092cd417,candidate-final-diagnostic-full-20260718:classical_quran_phrase:r1,عاصم وَقَرْنَ فِي بُيُوتِكُنَّ الأحزاب وباقي القراء يقرءون وقِرنَ في بيوتكن والواو هنا عاطفة وأصل الفعل من قَرّ إما من,19,من,"[{""label"": ""A"", ""lexical_identity"": ""من"", ""production_search_term"": ""من"", ""raw_lemmas"": [""مِن"", ""مِنْ""], ""selection_status"": ""selected""}]",A,,,
8393e4bb0ef8baf0,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,0,يعي,"[{""label"": ""A"", ""lexical_identity"": ""وعى"", ""production_search_term"": ""وعي"", ""raw_lemmas"": [""وَعَى"", ""وَعَى2""], ""selection_status"": ""selected""}]",A,,,
40533058c11a1d2a,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,1,علم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عَلِم"", ""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",A,,,
b1f3ade3cf6a07ad,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,2,الطب,"[{""label"": ""A"", ""lexical_identity"": ""طب"", ""production_search_term"": ""طب"", ""raw_lemmas"": [""طِبّ"", ""طِبٌّ""], ""selection_status"": ""selected""}]",A,,,
350ca521e3621dca,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,3,علم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عَلِم"", ""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",A,,,
0e000411a8b3e672,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,4,البيطرة,"[{""label"": ""A"", ""lexical_identity"": ""بيطرة"", ""production_search_term"": ""بيطره"", ""raw_lemmas"": [""بَيْطَرَة"", ""بَيْطَرَةٌ""], ""selection_status"": ""selected""}]",A,,,
93dcec2a355f6e58,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,5,علم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عَلِم"", ""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",A,,,
f70eaee299874af4,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,6,البيزرة,"[{""label"": ""A"", ""lexical_identity"": ""بيزره"", ""production_search_term"": """", ""raw_lemmas"": [""بيزره""], ""selection_status"": ""no_trusted_lemma""}, {""label"": ""B"", ""lexical_identity"": """", ""production_search_term"": """", ""raw_lemmas"": [], ""selection_status"": ""no_trusted_lemma""}, {""label"": ""C"", ""lexical_identity"": ""البيزره"", ""production_search_term"": """", ""raw_lemmas"": [""البيزره""], ""selection_status"": ""no_trusted_lemma""}]",ALL_WRONG,بَيْزَرَة,بيزره,علم البيزرة بتاء مربوطة
4864aafa863f137c,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,7,علم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عَلِم"", ""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",A,,,
33e592018a5d732a,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,8,النبات,"[{""label"": ""A"", ""lexical_identity"": ""نبات"", ""production_search_term"": ""نبات"", ""raw_lemmas"": [""نَبات"", ""نَبَاتٌ""], ""selection_status"": ""selected""}]",A,,,
9ea66d4e42c57f08,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,9,علم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عَلِم"", ""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",A,,,
3d2f00e8604954c8,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,10,الحيوان,"[{""label"": ""A"", ""lexical_identity"": ""حيوان"", ""production_search_term"": ""حيوان"", ""raw_lemmas"": [""حَيَوان"", ""حَيَوَانٌ""], ""selection_status"": ""selected""}]",A,,,
a8f07afe7a4ba65a,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,11,علم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عَلِم"", ""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",A,,,
375f895fb60f1506,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,12,الفلاحة,"[{""label"": ""A"", ""lexical_identity"": ""فلاح"", ""production_search_term"": ""فلاح"", ""raw_lemmas"": [""فَلّاح"", ""فَلَاَّحٌ""], ""selection_status"": ""selected""}]",ALL_WRONG,فِلَاحَة,فلاحه,علم الفلاحة لا فَلّاح
4aa4b5782ca482ab,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,13,علم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عَلِم"", ""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",A,,,
1454930f07b71720,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,14,المعادن,"[{""label"": ""A"", ""lexical_identity"": ""معدن"", ""production_search_term"": ""معدن"", ""raw_lemmas"": [""مَعْدِن"", ""مَعْدِنٌ""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""معادن"", ""production_search_term"": ""معادن"", ""raw_lemmas"": [""مَعادِن""], ""selection_status"": ""selected""}]",A,,,
808f670b4313bc95,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,15,علم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عَلِم"", ""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",A,,,
e36e53ff300ca74f,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,16,الجواهر,"[{""label"": ""A"", ""lexical_identity"": ""جوهر"", ""production_search_term"": ""جوهر"", ""raw_lemmas"": [""جَوْهَر"", ""جَوْهَرٌ2""], ""selection_status"": ""selected""}]",A,,,
15cf82566ec8701d,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,17,علم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عَلِم"", ""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",A,,,
bc4a6d26592743e4,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,18,الكون,"[{""label"": ""A"", ""lexical_identity"": ""كون"", ""production_search_term"": ""كون"", ""raw_lemmas"": [""كَوْن"", ""كَوْنٌ""], ""selection_status"": ""selected""}]",A,,,
ba17718ad0f8aa65,candidate-final-diagnostic-full-20260718:single_knowledge:r1,يعي علم الطب علم البيطرة علم البيزرة علم النبات علم الحيوان علم الفلاحة علم المعادن علم الجواهر علم الكون والفساد,19,والفساد,"[{""label"": ""A"", ""lexical_identity"": ""فساد"", ""production_search_term"": ""فساد"", ""raw_lemmas"": [""فَساد"", ""فَسَادٌ""], ""selection_status"": ""selected""}]",A,,,
89d51b86741b4d5c,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,0,تب,"[{""label"": ""A"", ""lexical_identity"": ""تب"", ""production_search_term"": ""تب"", ""raw_lemmas"": [""تَبّ""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""ب"", ""production_search_term"": ""ب"", ""raw_lemmas"": [""بِ2""], ""selection_status"": ""selected""}]",ALL_WRONG,تَرَتَّبَ,ترتب,أول الكلمة مقتطع من يترتب
7cef999671a67c13,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,1,عليها,"[{""label"": ""A"", ""lexical_identity"": ""على"", ""production_search_term"": ""علي"", ""raw_lemmas"": [""عَلَى"", ""عَلَى 2""], ""selection_status"": ""selected""}]",A,,,
660b36597552ce9c,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,2,من,"[{""label"": ""A"", ""lexical_identity"": ""من"", ""production_search_term"": ""من"", ""raw_lemmas"": [""مِن"", ""مِنْ""], ""selection_status"": ""selected""}]",A,,,
6140be602734abc9,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,3,الثواب,"[{""label"": ""A"", ""lexical_identity"": ""ثواب"", ""production_search_term"": ""ثواب"", ""raw_lemmas"": [""ثَواب"", ""ثَوَابٌ""], ""selection_status"": ""selected""}]",A,,,
cb9137bdf0c7c639,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,4,فهذا,"[{""label"": ""A"", ""lexical_identity"": ""هذا"", ""production_search_term"": ""هذا"", ""raw_lemmas"": [""هٰذا"", ""هَذَا""], ""selection_status"": ""selected""}]",A,,,
0f0f5722bb3b818c,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,5,مما,"[{""label"": ""A"", ""lexical_identity"": ""من"", ""production_search_term"": ""من"", ""raw_lemmas"": [""مِن"", ""مِنْ""], ""selection_status"": ""selected""}]",ALL_WRONG,مَا,ما,مِنْ حرف جر على ما الموصولة
dc02fac2dfc20d7c,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,6,يعين,"[{""label"": ""A"", ""lexical_identity"": ""عين"", ""production_search_term"": ""عين"", ""raw_lemmas"": [""عَيَّن"", ""عَيَّنَ""], ""selection_status"": ""selected""}]",ALL_WRONG,أَعَانَ,اعان,يعين هنا من أَعَانَ لا عَيَّنَ
d239f0dbeb4e486a,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,7,على,"[{""label"": ""A"", ""lexical_identity"": ""على"", ""production_search_term"": ""علي"", ""raw_lemmas"": [""عَلَى"", ""عَلَى 2""], ""selection_status"": ""selected""}]",A,,,
7b9baf307a098e4b,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,8,طلب,"[{""label"": ""A"", ""lexical_identity"": ""طلب"", ""production_search_term"": ""طلب"", ""raw_lemmas"": [""طَلَب"", ""طَلَبَ""], ""selection_status"": ""selected""}]",A,,,
5474c1ed375ad529,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,9,العلم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",A,,,
f0375a1d321e66b6,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,10,كذلك,"[{""label"": ""A"", ""lexical_identity"": ""ذل"", ""production_search_term"": ""ذل"", ""raw_lemmas"": [""ذُلٌّ""], ""selection_status"": ""selected""}, {""label"": ""B"", ""lexical_identity"": ""ذلك"", ""production_search_term"": ""ذلك"", ""raw_lemmas"": [""ذٰلِكَ""], ""selection_status"": ""selected""}]",B,,,
e09b7712a23c16f8,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,11,مما,"[{""label"": ""A"", ""lexical_identity"": ""من"", ""production_search_term"": ""من"", ""raw_lemmas"": [""مِن"", ""مِنْ""], ""selection_status"": ""selected""}]",ALL_WRONG,مَا,ما,مِنْ حرف جر على ما الموصولة
fa9fd5977a978e7b,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,12,يعين,"[{""label"": ""A"", ""lexical_identity"": ""عين"", ""production_search_term"": ""عين"", ""raw_lemmas"": [""عَيَّن"", ""عَيَّنَ""], ""selection_status"": ""selected""}]",ALL_WRONG,أَعَانَ,اعان,يعين هنا من أَعَانَ لا عَيَّنَ
38ad03b2f4d4d0f6,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,13,على,"[{""label"": ""A"", ""lexical_identity"": ""على"", ""production_search_term"": ""علي"", ""raw_lemmas"": [""عَلَى"", ""عَلَى 2""], ""selection_status"": ""selected""}]",A,,,
d2cae68d55e27acb,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,14,طلب,"[{""label"": ""A"", ""lexical_identity"": ""طلب"", ""production_search_term"": ""طلب"", ""raw_lemmas"": [""طَلَب"", ""طَلَبَ""], ""selection_status"": ""selected""}]",A,,,
e4ee654bd281a2b3,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,15,العلم,"[{""label"": ""A"", ""lexical_identity"": ""علم"", ""production_search_term"": ""علم"", ""raw_lemmas"": [""عِلْم"", ""عِلْمٌ""], ""selection_status"": ""selected""}]",A,,,
fa169133e7e96b5e,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,16,أن,"[{""label"": ""A"", ""lexical_identity"": ""أن"", ""production_search_term"": ""ان"", ""raw_lemmas"": [""أَنَّ"", ""أَنَّ2""], ""selection_status"": ""selected""}]",ALL_WRONG,أَنْ,ان,حرف مصدري ناصب لا أَنَّ
be23e862756035be,candidate-final-diagnostic-full-20260718:phrase_seeking_knowledge:r2,تب عليها من الثواب فهذا مما يعين على طلب العلم كذلك مما يعين على طلب العلم أن ييسر الله للطالب,17,ييسر,"[{""label"": ""A"", ""lexical_identity"": ""يسر"", ""production_search_term"": ""يسر"", ""raw_lemmas"": [""يَسَّر"", ""يَسَّرَ""], ""selection_status"": ""selected""}]",A,,,
